VV1,0.9333062171936035,False
VV1VV2,11.146187543869019,False
VV2,1.5035531520843506,False
VV1VV2,4.328056812286377,False
VV2,2.1608870029449463,False
VV2,1.4050898551940918,False
VV2,1.5643677711486816,False
VV1,1.1340255737304688,False
VV1,0.8705847263336182,False
VV1VV2,4.641499996185303,True
VV1VV2,6.59153151512146,False
VV2,1.43919038772583,False
VV1,1.0859041213989258,False
VV1VV2,4.043435573577881,False
VV2,1.5837414264678955,False
VV1VV2,7.784932851791382,False
VV1,1.7150113582611084,False
VV1,0.7505326271057129,False
VV2,1.972900629043579,False
VV1VV2,8.20085096359253,False
VV1,0.8448803424835205,False
VV2,1.793182134628296,False
VV1VV2,1.4990661144256592,False
VV2,1.6440222263336182,False
VV2,1.078697919845581,False
VV1VV2,3.5913548469543457,False
VV1,2.9396820068359375,False
VV1VV2,5.2110912799835205,False
VV1,0.8352384567260742,False
VV1,0.8964836597442627,False
VV1,0.8115365505218506,False
VV2,1.617032766342163,False
VV1,0.7749834060668945,False
VV1VV2,6.162424325942993,False
VV1VV2,10.147371053695679,False
VV2,2.3616504669189453,False
VV1,1.5896105766296387,False
VV1VV2,2.933953046798706,False
VV2,1.7682173252105713,False
VV1,1.254427194595337,False
VV2,0.9863526821136475,False
VV1,0.9251658916473389,False
VV2,1.4386210441589355,False
VV1VV2,3.9027833938598633,True
VV2,1.0822503566741943,False
VV2,0.8094027042388916,False
VV1VV2,3.5618972778320312,False
VV1,0.962723970413208,False
VV1,0.9303405284881592,False
VV1VV2,2.826230049133301,False
VV1,0.7491040229797363,False
VV2,1.136256456375122,False
VV1VV2,7.513039588928223,False
VV1VV2,2.0027644634246826,False
